case_id	clinical_domain_code	clinical_domain	reviewer_id	physician_title_group	n_tested_models	n_trajectory_assessments
case_CL120_EHR_054	gastro_hepatology	Gastroenterology and hepatology	PHY-D85512529E	Associate-chief/chief physician	10	10
case_CL120_EHR_055	gastro_hepatology	Gastroenterology and hepatology	PHY-E6A39FC96A	Resident physician	10	10
case_CL120_EHR_055	gastro_hepatology	Gastroenterology and hepatology	PHY-EBCB6F96BA	Resident physician	10	10
case_CL120_EHR_055	gastro_hepatology	Gastroenterology and hepatology	PHY-26BF73945F	Attending physician	10	10
case_CL120_EHR_055	gastro_hepatology	Gastroenterology and hepatology	PHY-A534100B3F	Attending physician	10	10
case_CL120_EHR_055	gastro_hepatology	Gastroenterology and hepatology	PHY-8F493003F1	Associate-chief/chief physician	10	10
case_CL120_EHR_056	gastro_hepatology	Gastroenterology and hepatology	PHY-026DC82E99	Resident physician	10	10
case_CL120_EHR_056	gastro_hepatology	Gastroenterology and hepatology	PHY-BE06F68E7A	Resident physician	10	10
case_CL120_EHR_056	gastro_hepatology	Gastroenterology and hepatology	PHY-9F28568560	Attending physician	10	10
case_CL120_EHR_056	gastro_hepatology	Gastroenterology and hepatology	PHY-A534100B3F	Attending physician	10	10
case_CL120_EHR_056	gastro_hepatology	Gastroenterology and hepatology	PHY-D85512529E	Associate-chief/chief physician	10	10
case_CL120_EHR_057	gastro_hepatology	Gastroenterology and hepatology	PHY-026E9BCDF0	Resident physician	10	10
case_CL120_EHR_057	gastro_hepatology	Gastroenterology and hepatology	PHY-E6A39FC96A	Resident physician	10	10
case_CL120_EHR_057	gastro_hepatology	Gastroenterology and hepatology	PHY-26BF73945F	Attending physician	10	10
case_CL120_EHR_057	gastro_hepatology	Gastroenterology and hepatology	PHY-9F28568560	Attending physician	10	10
case_CL120_EHR_057	gastro_hepatology	Gastroenterology and hepatology	PHY-8F493003F1	Associate-chief/chief physician	10	10
case_CL120_EHR_058	gastro_hepatology	Gastroenterology and hepatology	PHY-026E9BCDF0	Resident physician	10	10
case_CL120_EHR_058	gastro_hepatology	Gastroenterology and hepatology	PHY-EBCB6F96BA	Resident physician	10	10
case_CL120_EHR_058	gastro_hepatology	Gastroenterology and hepatology	PHY-26BF73945F	Attending physician	10	10
case_CL120_EHR_058	gastro_hepatology	Gastroenterology and hepatology	PHY-A534100B3F	Attending physician	10	10
case_CL120_EHR_058	gastro_hepatology	Gastroenterology and hepatology	PHY-D85512529E	Associate-chief/chief physician	10	10
case_CL120_EHR_059	gastro_hepatology	Gastroenterology and hepatology	PHY-026DC82E99	Resident physician	10	10
case_CL120_EHR_059	gastro_hepatology	Gastroenterology and hepatology	PHY-E6A39FC96A	Resident physician	10	10
case_CL120_EHR_059	gastro_hepatology	Gastroenterology and hepatology	PHY-9F28568560	Attending physician	10	10
case_CL120_EHR_059	gastro_hepatology	Gastroenterology and hepatology	PHY-A534100B3F	Attending physician	10	10
case_CL120_EHR_059	gastro_hepatology	Gastroenterology and hepatology	PHY-8F493003F1	Associate-chief/chief physician	10	10
case_CL120_EHR_060	gastro_hepatology	Gastroenterology and hepatology	PHY-BE06F68E7A	Resident physician	10	10
case_CL120_EHR_060	gastro_hepatology	Gastroenterology and hepatology	PHY-EBCB6F96BA	Resident physician	10	10
case_CL120_EHR_060	gastro_hepatology	Gastroenterology and hepatology	PHY-26BF73945F	Attending physician	10	10
case_CL120_EHR_060	gastro_hepatology	Gastroenterology and hepatology	PHY-9F28568560	Attending physician	10	10
case_CL120_EHR_060	gastro_hepatology	Gastroenterology and hepatology	PHY-D85512529E	Associate-chief/chief physician	10	10
case_CL120_EHR_061	neurology	Neurology	PHY-36B6CF4EAA	Resident physician	10	10
case_CL120_EHR_061	neurology	Neurology	PHY-5024131188	Resident physician	10	10
case_CL120_EHR_061	neurology	Neurology	PHY-092E540159	Attending physician	10	10
case_CL120_EHR_061	neurology	Neurology	PHY-920AFB12BD	Attending physician	10	10
case_CL120_EHR_061	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_062	neurology	Neurology	PHY-7262F692E7	Resident physician	10	10
case_CL120_EHR_062	neurology	Neurology	PHY-748A8758BE	Resident physician	10	10
case_CL120_EHR_062	neurology	Neurology	PHY-092E540159	Attending physician	10	10
case_CL120_EHR_062	neurology	Neurology	PHY-D57321923C	Attending physician	10	10
case_CL120_EHR_062	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_063	neurology	Neurology	PHY-36B6CF4EAA	Resident physician	10	10
case_CL120_EHR_063	neurology	Neurology	PHY-D2EC6BDB3E	Resident physician	10	10
case_CL120_EHR_063	neurology	Neurology	PHY-920AFB12BD	Attending physician	10	10
case_CL120_EHR_063	neurology	Neurology	PHY-D57321923C	Attending physician	10	10
case_CL120_EHR_063	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_064	neurology	Neurology	PHY-5024131188	Resident physician	10	10
case_CL120_EHR_064	neurology	Neurology	PHY-7262F692E7	Resident physician	10	10
case_CL120_EHR_064	neurology	Neurology	PHY-092E540159	Attending physician	10	10
case_CL120_EHR_064	neurology	Neurology	PHY-920AFB12BD	Attending physician	10	10
case_CL120_EHR_064	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_065	neurology	Neurology	PHY-748A8758BE	Resident physician	10	10
case_CL120_EHR_065	neurology	Neurology	PHY-D2EC6BDB3E	Resident physician	10	10
case_CL120_EHR_065	neurology	Neurology	PHY-092E540159	Attending physician	10	10
case_CL120_EHR_065	neurology	Neurology	PHY-D57321923C	Attending physician	10	10
case_CL120_EHR_065	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_066	neurology	Neurology	PHY-36B6CF4EAA	Resident physician	10	10
case_CL120_EHR_066	neurology	Neurology	PHY-7262F692E7	Resident physician	10	10
case_CL120_EHR_066	neurology	Neurology	PHY-920AFB12BD	Attending physician	10	10
case_CL120_EHR_066	neurology	Neurology	PHY-D57321923C	Attending physician	10	10
case_CL120_EHR_066	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_067	neurology	Neurology	PHY-5024131188	Resident physician	10	10
case_CL120_EHR_067	neurology	Neurology	PHY-748A8758BE	Resident physician	10	10
case_CL120_EHR_067	neurology	Neurology	PHY-092E540159	Attending physician	10	10
case_CL120_EHR_067	neurology	Neurology	PHY-920AFB12BD	Attending physician	10	10
case_CL120_EHR_067	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_068	neurology	Neurology	PHY-5024131188	Resident physician	10	10
case_CL120_EHR_068	neurology	Neurology	PHY-D2EC6BDB3E	Resident physician	10	10
case_CL120_EHR_068	neurology	Neurology	PHY-092E540159	Attending physician	10	10
case_CL120_EHR_068	neurology	Neurology	PHY-D57321923C	Attending physician	10	10
case_CL120_EHR_068	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_069	neurology	Neurology	PHY-36B6CF4EAA	Resident physician	10	10
case_CL120_EHR_069	neurology	Neurology	PHY-748A8758BE	Resident physician	10	10
case_CL120_EHR_069	neurology	Neurology	PHY-920AFB12BD	Attending physician	10	10
case_CL120_EHR_069	neurology	Neurology	PHY-D57321923C	Attending physician	10	10
case_CL120_EHR_069	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_070	neurology	Neurology	PHY-7262F692E7	Resident physician	10	10
case_CL120_EHR_070	neurology	Neurology	PHY-D2EC6BDB3E	Resident physician	10	10
case_CL120_EHR_070	neurology	Neurology	PHY-092E540159	Attending physician	10	10
case_CL120_EHR_070	neurology	Neurology	PHY-920AFB12BD	Attending physician	10	10
case_CL120_EHR_070	neurology	Neurology	PHY-CEB6A9EDE6	Associate-chief/chief physician	10	10
case_CL120_EHR_071	obstetrics_gynecology	Obstetrics and gynecology	PHY-5AA25BF19F	Resident physician	10	10
case_CL120_EHR_071	obstetrics_gynecology	Obstetrics and gynecology	PHY-5EFE92766E	Resident physician	10	10
case_CL120_EHR_071	obstetrics_gynecology	Obstetrics and gynecology	PHY-3A424871B0	Attending physician	10	10
case_CL120_EHR_071	obstetrics_gynecology	Obstetrics and gynecology	PHY-463A1BD498	Attending physician	10	10
case_CL120_EHR_071	obstetrics_gynecology	Obstetrics and gynecology	PHY-1850B669F4	Associate-chief/chief physician	10	10
case_CL120_EHR_072	obstetrics_gynecology	Obstetrics and gynecology	PHY-5AA25BF19F	Resident physician	10	10
case_CL120_EHR_072	obstetrics_gynecology	Obstetrics and gynecology	PHY-C906AE53CE	Resident physician	10	10
case_CL120_EHR_072	obstetrics_gynecology	Obstetrics and gynecology	PHY-3A424871B0	Attending physician	10	10
case_CL120_EHR_072	obstetrics_gynecology	Obstetrics and gynecology	PHY-6C99E7126B	Attending physician	10	10
case_CL120_EHR_072	obstetrics_gynecology	Obstetrics and gynecology	PHY-34FF5BC13B	Associate-chief/chief physician	10	10
case_CL120_EHR_073	obstetrics_gynecology	Obstetrics and gynecology	PHY-E30A01B052	Resident physician	10	10
case_CL120_EHR_073	obstetrics_gynecology	Obstetrics and gynecology	PHY-F2144BE264	Resident physician	10	10
case_CL120_EHR_073	obstetrics_gynecology	Obstetrics and gynecology	PHY-B3447DBE24	Attending physician	10	10
case_CL120_EHR_073	obstetrics_gynecology	Obstetrics and gynecology	PHY-D67BF0F5B0	Attending physician	10	10
case_CL120_EHR_073	obstetrics_gynecology	Obstetrics and gynecology	PHY-1850B669F4	Associate-chief/chief physician	10	10
case_CL120_EHR_074	obstetrics_gynecology	Obstetrics and gynecology	PHY-5AA25BF19F	Resident physician	10	10
case_CL120_EHR_074	obstetrics_gynecology	Obstetrics and gynecology	PHY-E30A01B052	Resident physician	10	10
case_CL120_EHR_074	obstetrics_gynecology	Obstetrics and gynecology	PHY-3A424871B0	Attending physician	10	10
case_CL120_EHR_074	obstetrics_gynecology	Obstetrics and gynecology	PHY-B3447DBE24	Attending physician	10	10
case_CL120_EHR_074	obstetrics_gynecology	Obstetrics and gynecology	PHY-34FF5BC13B	Associate-chief/chief physician	10	10
case_CL120_EHR_075	obstetrics_gynecology	Obstetrics and gynecology	PHY-5EFE92766E	Resident physician	10	10
case_CL120_EHR_075	obstetrics_gynecology	Obstetrics and gynecology	PHY-C906AE53CE	Resident physician	10	10
case_CL120_EHR_075	obstetrics_gynecology	Obstetrics and gynecology	PHY-463A1BD498	Attending physician	10	10
case_CL120_EHR_075	obstetrics_gynecology	Obstetrics and gynecology	PHY-6C99E7126B	Attending physician	10	10
case_CL120_EHR_075	obstetrics_gynecology	Obstetrics and gynecology	PHY-1850B669F4	Associate-chief/chief physician	10	10
case_CL120_EHR_076	obstetrics_gynecology	Obstetrics and gynecology	PHY-5AA25BF19F	Resident physician	10	10
case_CL120_EHR_076	obstetrics_gynecology	Obstetrics and gynecology	PHY-F2144BE264	Resident physician	10	10
case_CL120_EHR_076	obstetrics_gynecology	Obstetrics and gynecology	PHY-3A424871B0	Attending physician	10	10
case_CL120_EHR_076	obstetrics_gynecology	Obstetrics and gynecology	PHY-D67BF0F5B0	Attending physician	10	10
case_CL120_EHR_076	obstetrics_gynecology	Obstetrics and gynecology	PHY-34FF5BC13B	Associate-chief/chief physician	10	10
case_CL120_EHR_077	obstetrics_gynecology	Obstetrics and gynecology	PHY-5EFE92766E	Resident physician	10	10
case_CL120_EHR_077	obstetrics_gynecology	Obstetrics and gynecology	PHY-E30A01B052	Resident physician	10	10
case_CL120_EHR_077	obstetrics_gynecology	Obstetrics and gynecology	PHY-463A1BD498	Attending physician	10	10
case_CL120_EHR_077	obstetrics_gynecology	Obstetrics and gynecology	PHY-B3447DBE24	Attending physician	10	10
case_CL120_EHR_077	obstetrics_gynecology	Obstetrics and gynecology	PHY-1850B669F4	Associate-chief/chief physician	10	10
case_CL120_EHR_078	obstetrics_gynecology	Obstetrics and gynecology	PHY-C906AE53CE	Resident physician	10	10
case_CL120_EHR_078	obstetrics_gynecology	Obstetrics and gynecology	PHY-F2144BE264	Resident physician	10	10
case_CL120_EHR_078	obstetrics_gynecology	Obstetrics and gynecology	PHY-6C99E7126B	Attending physician	10	10
case_CL120_EHR_078	obstetrics_gynecology	Obstetrics and gynecology	PHY-D67BF0F5B0	Attending physician	10	10
case_CL120_EHR_078	obstetrics_gynecology	Obstetrics and gynecology	PHY-34FF5BC13B	Associate-chief/chief physician	10	10
case_CL120_EHR_079	pediatrics	Pediatrics	PHY-8CE5568EB7	Resident physician	10	10
case_CL120_EHR_079	pediatrics	Pediatrics	PHY-AA705B3D44	Resident physician	10	10
case_CL120_EHR_079	pediatrics	Pediatrics	PHY-3D0085557D	Attending physician	10	10
case_CL120_EHR_079	pediatrics	Pediatrics	PHY-95BFA54EF8	Attending physician	10	10
case_CL120_EHR_079	pediatrics	Pediatrics	PHY-66309390F2	Associate-chief/chief physician	10	10
case_CL120_EHR_080	pediatrics	Pediatrics	PHY-8CE5568EB7	Resident physician	10	10
case_CL120_EHR_080	pediatrics	Pediatrics	PHY-DBD0994D22	Resident physician	10	10
case_CL120_EHR_080	pediatrics	Pediatrics	PHY-3D0085557D	Attending physician	10	10
case_CL120_EHR_080	pediatrics	Pediatrics	PHY-B1BAD7160D	Attending physician	10	10
case_CL120_EHR_080	pediatrics	Pediatrics	PHY-A9834FCF82	Associate-chief/chief physician	10	10
case_CL120_EHR_081	pediatrics	Pediatrics	PHY-AA705B3D44	Resident physician	10	10
case_CL120_EHR_081	pediatrics	Pediatrics	PHY-DBD0994D22	Resident physician	10	10
case_CL120_EHR_081	pediatrics	Pediatrics	PHY-95BFA54EF8	Attending physician	10	10
case_CL120_EHR_081	pediatrics	Pediatrics	PHY-B1BAD7160D	Attending physician	10	10
case_CL120_EHR_081	pediatrics	Pediatrics	PHY-66309390F2	Associate-chief/chief physician	10	10
case_CL120_EHR_082	pediatrics	Pediatrics	PHY-8CE5568EB7	Resident physician	10	10
case_CL120_EHR_082	pediatrics	Pediatrics	PHY-AA705B3D44	Resident physician	10	10
case_CL120_EHR_082	pediatrics	Pediatrics	PHY-3D0085557D	Attending physician	10	10
case_CL120_EHR_082	pediatrics	Pediatrics	PHY-95BFA54EF8	Attending physician	10	10
case_CL120_EHR_082	pediatrics	Pediatrics	PHY-A9834FCF82	Associate-chief/chief physician	10	10
case_CL120_EHR_083	pediatrics	Pediatrics	PHY-8CE5568EB7	Resident physician	10	10
case_CL120_EHR_083	pediatrics	Pediatrics	PHY-DBD0994D22	Resident physician	10	10
case_CL120_EHR_083	pediatrics	Pediatrics	PHY-3D0085557D	Attending physician	10	10
case_CL120_EHR_083	pediatrics	Pediatrics	PHY-B1BAD7160D	Attending physician	10	10
case_CL120_EHR_083	pediatrics	Pediatrics	PHY-66309390F2	Associate-chief/chief physician	10	10
case_CL120_EHR_084	pediatrics	Pediatrics	PHY-AA705B3D44	Resident physician	10	10
case_CL120_EHR_084	pediatrics	Pediatrics	PHY-DBD0994D22	Resident physician	10	10
case_CL120_EHR_084	pediatrics	Pediatrics	PHY-95BFA54EF8	Attending physician	10	10
case_CL120_EHR_084	pediatrics	Pediatrics	PHY-B1BAD7160D	Attending physician	10	10
case_CL120_EHR_084	pediatrics	Pediatrics	PHY-A9834FCF82	Associate-chief/chief physician	10	10
case_CL120_EHR_085	pediatrics	Pediatrics	PHY-8CE5568EB7	Resident physician	10	10
case_CL120_EHR_085	pediatrics	Pediatrics	PHY-AA705B3D44	Resident physician	10	10
case_CL120_EHR_085	pediatrics	Pediatrics	PHY-3D0085557D	Attending physician	10	10
case_CL120_EHR_085	pediatrics	Pediatrics	PHY-95BFA54EF8	Attending physician	10	10
case_CL120_EHR_085	pediatrics	Pediatrics	PHY-66309390F2	Associate-chief/chief physician	10	10
case_CL120_EHR_086	pediatrics	Pediatrics	PHY-8CE5568EB7	Resident physician	10	10
case_CL120_EHR_086	pediatrics	Pediatrics	PHY-DBD0994D22	Resident physician	10	10
case_CL120_EHR_086	pediatrics	Pediatrics	PHY-3D0085557D	Attending physician	10	10
case_CL120_EHR_086	pediatrics	Pediatrics	PHY-B1BAD7160D	Attending physician	10	10
case_CL120_EHR_086	pediatrics	Pediatrics	PHY-A9834FCF82	Associate-chief/chief physician	10	10
case_CL120_EHR_087	oncology_hematology	Oncology and hematology	PHY-61196B4D05	Resident physician	10	10
case_CL120_EHR_087	oncology_hematology	Oncology and hematology	PHY-6BEE682A26	Resident physician	10	10
case_CL120_EHR_087	oncology_hematology	Oncology and hematology	PHY-06E7DF0D82	Attending physician	10	10
case_CL120_EHR_087	oncology_hematology	Oncology and hematology	PHY-49A3711D75	Attending physician	10	10
case_CL120_EHR_087	oncology_hematology	Oncology and hematology	PHY-7AB833B9E5	Associate-chief/chief physician	10	10
case_CL120_EHR_088	oncology_hematology	Oncology and hematology	PHY-70E84976C9	Resident physician	10	10
case_CL120_EHR_088	oncology_hematology	Oncology and hematology	PHY-9DBC8B1F57	Resident physician	10	10
case_CL120_EHR_088	oncology_hematology	Oncology and hematology	PHY-70AB5F3E4F	Attending physician	10	10
case_CL120_EHR_088	oncology_hematology	Oncology and hematology	PHY-A2EB7DC4A3	Attending physician	10	10
case_CL120_EHR_088	oncology_hematology	Oncology and hematology	PHY-B61CF1190B	Associate-chief/chief physician	10	10
case_CL120_EHR_089	oncology_hematology	Oncology and hematology	PHY-61196B4D05	Resident physician	10	10
case_CL120_EHR_089	oncology_hematology	Oncology and hematology	PHY-B85590ABD7	Resident physician	10	10
case_CL120_EHR_089	oncology_hematology	Oncology and hematology	PHY-06E7DF0D82	Attending physician	10	10
case_CL120_EHR_089	oncology_hematology	Oncology and hematology	PHY-B87FF84AF5	Attending physician	10	10
case_CL120_EHR_089	oncology_hematology	Oncology and hematology	PHY-7AB833B9E5	Associate-chief/chief physician	10	10
case_CL120_EHR_090	oncology_hematology	Oncology and hematology	PHY-6BEE682A26	Resident physician	10	10
case_CL120_EHR_090	oncology_hematology	Oncology and hematology	PHY-70E84976C9	Resident physician	10	10
case_CL120_EHR_090	oncology_hematology	Oncology and hematology	PHY-49A3711D75	Attending physician	10	10
case_CL120_EHR_090	oncology_hematology	Oncology and hematology	PHY-70AB5F3E4F	Attending physician	10	10
case_CL120_EHR_090	oncology_hematology	Oncology and hematology	PHY-B61CF1190B	Associate-chief/chief physician	10	10
case_CL120_EHR_091	oncology_hematology	Oncology and hematology	PHY-9DBC8B1F57	Resident physician	10	10
case_CL120_EHR_091	oncology_hematology	Oncology and hematology	PHY-B85590ABD7	Resident physician	10	10
case_CL120_EHR_091	oncology_hematology	Oncology and hematology	PHY-A2EB7DC4A3	Attending physician	10	10
case_CL120_EHR_091	oncology_hematology	Oncology and hematology	PHY-B87FF84AF5	Attending physician	10	10
case_CL120_EHR_091	oncology_hematology	Oncology and hematology	PHY-7AB833B9E5	Associate-chief/chief physician	10	10
case_CL120_EHR_092	oncology_hematology	Oncology and hematology	PHY-61196B4D05	Resident physician	10	10
case_CL120_EHR_092	oncology_hematology	Oncology and hematology	PHY-70E84976C9	Resident physician	10	10
case_CL120_EHR_092	oncology_hematology	Oncology and hematology	PHY-06E7DF0D82	Attending physician	10	10
case_CL120_EHR_092	oncology_hematology	Oncology and hematology	PHY-70AB5F3E4F	Attending physician	10	10
case_CL120_EHR_092	oncology_hematology	Oncology and hematology	PHY-B61CF1190B	Associate-chief/chief physician	10	10
case_CL120_EHR_093	oncology_hematology	Oncology and hematology	PHY-6BEE682A26	Resident physician	10	10
case_CL120_EHR_093	oncology_hematology	Oncology and hematology	PHY-9DBC8B1F57	Resident physician	10	10
case_CL120_EHR_093	oncology_hematology	Oncology and hematology	PHY-49A3711D75	Attending physician	10	10
case_CL120_EHR_093	oncology_hematology	Oncology and hematology	PHY-A2EB7DC4A3	Attending physician	10	10
case_CL120_EHR_093	oncology_hematology	Oncology and hematology	PHY-7AB833B9E5	Associate-chief/chief physician	10	10
case_CL120_EHR_094	oncology_hematology	Oncology and hematology	PHY-6BEE682A26	Resident physician	10	10
case_CL120_EHR_094	oncology_hematology	Oncology and hematology	PHY-B85590ABD7	Resident physician	10	10
case_CL120_EHR_094	oncology_hematology	Oncology and hematology	PHY-49A3711D75	Attending physician	10	10
case_CL120_EHR_094	oncology_hematology	Oncology and hematology	PHY-B87FF84AF5	Attending physician	10	10
case_CL120_EHR_094	oncology_hematology	Oncology and hematology	PHY-B61CF1190B	Associate-chief/chief physician	10	10
case_CL120_EHR_095	oncology_hematology	Oncology and hematology	PHY-61196B4D05	Resident physician	10	10
case_CL120_EHR_095	oncology_hematology	Oncology and hematology	PHY-9DBC8B1F57	Resident physician	10	10
case_CL120_EHR_095	oncology_hematology	Oncology and hematology	PHY-06E7DF0D82	Attending physician	10	10
case_CL120_EHR_095	oncology_hematology	Oncology and hematology	PHY-A2EB7DC4A3	Attending physician	10	10
case_CL120_EHR_095	oncology_hematology	Oncology and hematology	PHY-7AB833B9E5	Associate-chief/chief physician	10	10
case_CL120_EHR_096	oncology_hematology	Oncology and hematology	PHY-70E84976C9	Resident physician	10	10
case_CL120_EHR_096	oncology_hematology	Oncology and hematology	PHY-B85590ABD7	Resident physician	10	10
case_CL120_EHR_096	oncology_hematology	Oncology and hematology	PHY-70AB5F3E4F	Attending physician	10	10
case_CL120_EHR_096	oncology_hematology	Oncology and hematology	PHY-B87FF84AF5	Attending physician	10	10
case_CL120_EHR_096	oncology_hematology	Oncology and hematology	PHY-B61CF1190B	Associate-chief/chief physician	10	10
case_CL120_EHR_097	infectious_disease	Infectious disease	PHY-6BAA1D1911	Resident physician	10	10
case_CL120_EHR_097	infectious_disease	Infectious disease	PHY-8DF7B2C335	Resident physician	10	10
case_CL120_EHR_097	infectious_disease	Infectious disease	PHY-04E8D43F16	Attending physician	10	10
case_CL120_EHR_097	infectious_disease	Infectious disease	PHY-1ABA4A9C56	Attending physician	10	10
case_CL120_EHR_097	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_098	infectious_disease	Infectious disease	PHY-6BAA1D1911	Resident physician	10	10
case_CL120_EHR_098	infectious_disease	Infectious disease	PHY-D4794E2E7C	Resident physician	10	10
case_CL120_EHR_098	infectious_disease	Infectious disease	PHY-04E8D43F16	Attending physician	10	10
case_CL120_EHR_098	infectious_disease	Infectious disease	PHY-6F705C1CD4	Attending physician	10	10
case_CL120_EHR_098	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_099	infectious_disease	Infectious disease	PHY-8DF7B2C335	Resident physician	10	10
case_CL120_EHR_099	infectious_disease	Infectious disease	PHY-D4794E2E7C	Resident physician	10	10
case_CL120_EHR_099	infectious_disease	Infectious disease	PHY-1ABA4A9C56	Attending physician	10	10
case_CL120_EHR_099	infectious_disease	Infectious disease	PHY-6F705C1CD4	Attending physician	10	10
case_CL120_EHR_099	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_100	infectious_disease	Infectious disease	PHY-6BAA1D1911	Resident physician	10	10
case_CL120_EHR_100	infectious_disease	Infectious disease	PHY-8DF7B2C335	Resident physician	10	10
case_CL120_EHR_100	infectious_disease	Infectious disease	PHY-04E8D43F16	Attending physician	10	10
case_CL120_EHR_100	infectious_disease	Infectious disease	PHY-1ABA4A9C56	Attending physician	10	10
case_CL120_EHR_100	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_101	infectious_disease	Infectious disease	PHY-6BAA1D1911	Resident physician	10	10
case_CL120_EHR_101	infectious_disease	Infectious disease	PHY-D4794E2E7C	Resident physician	10	10
case_CL120_EHR_101	infectious_disease	Infectious disease	PHY-04E8D43F16	Attending physician	10	10
case_CL120_EHR_101	infectious_disease	Infectious disease	PHY-6F705C1CD4	Attending physician	10	10
case_CL120_EHR_101	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_102	infectious_disease	Infectious disease	PHY-8DF7B2C335	Resident physician	10	10
case_CL120_EHR_102	infectious_disease	Infectious disease	PHY-D4794E2E7C	Resident physician	10	10
case_CL120_EHR_102	infectious_disease	Infectious disease	PHY-1ABA4A9C56	Attending physician	10	10
case_CL120_EHR_102	infectious_disease	Infectious disease	PHY-6F705C1CD4	Attending physician	10	10
case_CL120_EHR_102	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_103	infectious_disease	Infectious disease	PHY-6BAA1D1911	Resident physician	10	10
case_CL120_EHR_103	infectious_disease	Infectious disease	PHY-8DF7B2C335	Resident physician	10	10
case_CL120_EHR_103	infectious_disease	Infectious disease	PHY-04E8D43F16	Attending physician	10	10
case_CL120_EHR_103	infectious_disease	Infectious disease	PHY-1ABA4A9C56	Attending physician	10	10
case_CL120_EHR_103	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_104	infectious_disease	Infectious disease	PHY-6BAA1D1911	Resident physician	10	10
case_CL120_EHR_104	infectious_disease	Infectious disease	PHY-D4794E2E7C	Resident physician	10	10
case_CL120_EHR_104	infectious_disease	Infectious disease	PHY-04E8D43F16	Attending physician	10	10
case_CL120_EHR_104	infectious_disease	Infectious disease	PHY-6F705C1CD4	Attending physician	10	10
case_CL120_EHR_104	infectious_disease	Infectious disease	PHY-8303344972	Associate-chief/chief physician	10	10
case_CL120_EHR_105	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-9D2F39B7D6	Resident physician	10	10
case_CL120_EHR_105	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C49FFF420F	Resident physician	10	10
case_CL120_EHR_105	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-13948F8BCC	Attending physician	10	10
case_CL120_EHR_105	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-1D4169A77D	Attending physician	10	10
case_CL120_EHR_105	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-BECEE6FB67	Associate-chief/chief physician	10	10
case_CL120_EHR_106	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C682AC6EFD	Resident physician	10	10
case_CL120_EHR_106	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-CB322A1FCF	Resident physician	10	10
case_CL120_EHR_106	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-13948F8BCC	Attending physician	10	10
case_CL120_EHR_106	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-2A0F2F7054	Attending physician	10	10
case_CL120_EHR_106	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-E7E1A8ED96	Associate-chief/chief physician	10	10
case_CL120_EHR_107	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-9D2F39B7D6	Resident physician	10	10
case_CL120_EHR_107	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C682AC6EFD	Resident physician	10	10
case_CL120_EHR_107	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-48AA713B05	Attending physician	10	10
case_CL120_EHR_107	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-E33AEAD285	Attending physician	10	10
case_CL120_EHR_107	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-BECEE6FB67	Associate-chief/chief physician	10	10
case_CL120_EHR_108	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-C49FFF420F	Resident physician	10	10
case_CL120_EHR_108	musculoskeletal_geriatrics	Musculoskeletal and geriatrics	PHY-CB322A1FCF	Resident physician	10	10
