packet_id,case_id,doctor_model,primary_friction,friction_intensity,ordinal_grade_median4,ordinal_grade_mean4,applicable_domain_count_median4,applicable_domain_count_mean4,friction_capability_composite_median4,friction_capability_composite_mean4,clinical_error_gate_median4,clinical_error_gate_mean4,careloop_real_world_robustness_median4,careloop_real_world_robustness_mean4,closure_process_score_median4,closure_process_score_mean4,domain_information_repair_median4,domain_information_repair_mean4,domain_constraint_navigation_median4,domain_constraint_navigation_mean4,domain_dynamic_reprioritization_median4,domain_dynamic_reprioritization_mean4,domain_execution_loop_repair_median4,domain_execution_loop_repair_mean4,domain_state_sensitive_communication_median4,domain_state_sensitive_communication_mean4,domain_bounded_closure_continuity_median4,domain_bounded_closure_continuity_mean4
case_CL120_EHR_027__anon_774e9834cbfda3ad,case_CL120_EHR_027,DeepSeek-V4-Pro,external_system_gap,moderate,1.5,2.0,4.0,4.0,0.675,0.5933035714285714,0.55,0.6125,0.37785714285714284,0.41063616071428566,1.0,1.0,0.55,0.45,0.6499999999999999,0.6375,0.75,0.671875,,,,,0.6625000000000001,0.6468750000000001
case_CL120_EHR_027__anon_8406c49514484c8b,case_CL120_EHR_027,Kimi K2,external_system_gap,moderate,1.0,1.0,4.0,4.0,0.5147321428571427,0.4379464285714285,0.35,0.35,0.18015624999999996,0.15328124999999998,1.0,0.75,0.225,0.23750000000000002,0.6,0.5499999999999999,0.7374999999999999,0.5812499999999999,,,,,0.49375,0.41250000000000003
case_CL120_EHR_027__anon_8acccf11a35ae044,case_CL120_EHR_027,MiniMax M3,external_system_gap,moderate,2.5,2.5,4.0,4.0,0.7419107142857143,0.7140089285714286,0.675,0.675,0.5060303571428572,0.5007625,0.78,0.78,0.47500000000000003,0.4375,0.95,0.8875,0.90625,0.878125,,,,,0.756,0.68725
case_CL120_EHR_027__anon_8c190b05e7b8f6d5,case_CL120_EHR_027,Doubao-Seed-2.0-lite,external_system_gap,moderate,1.0,1.0,4.0,4.0,0.5566964285714285,0.5191964285714286,0.35,0.35,0.19484374999999998,0.18171874999999998,1.0,1.0,0.25,0.375,0.625,0.6125,0.36874999999999997,0.44375,,,,,0.6625000000000001,0.6625000000000001
case_CL120_EHR_027__anon_94433e48527719ef,case_CL120_EHR_027,GPT-5.4,external_system_gap,moderate,4.0,3.5,4.0,4.0,0.822767857142857,0.680580357142857,1.0,0.8375,0.822767857142857,0.6585267857142856,1.0,0.75,0.6000000000000001,0.5750000000000001,0.9999999999999999,0.7875,0.98125,0.7687499999999999,,,,,0.7250000000000001,0.5906250000000001
case_CL120_EHR_027__anon_c8434ce5d1d90778,case_CL120_EHR_027,GLM-5,external_system_gap,moderate,3.0,3.0,4.0,4.0,0.7013392857142856,0.591517857142857,0.875,0.775,0.5998883928571428,0.5164174107142856,1.0,0.75,0.55,0.5625,0.6499999999999999,0.6124999999999999,0.575,0.565625,,,,,0.6937500000000001,0.628125
case_CL120_EHR_027__anon_d52160e03f4debf3,case_CL120_EHR_027,Qwen3.8-Max,external_system_gap,moderate,2.5,2.75,4.0,4.0,0.807142857142857,0.6892857142857142,0.675,0.675,0.5677455357142857,0.5278013392857143,1.0,1.0,0.55,0.4625,0.9999999999999999,0.825,0.8687499999999999,0.7218749999999999,,,,,0.83125,0.7781250000000001
case_CL120_EHR_028__anon_1b0c6cdb0bf3b654,case_CL120_EHR_028,MiniMax M3,misstated_family_or_patient_information,moderate,2.5,2.75,2.0,2.0,0.3946428571428572,0.515625,0.675,0.675,0.266577380952381,0.4071949404761905,0.7,0.7,0.55,0.6375000000000001,,,0.1875,0.353125,,,,,,
case_CL120_EHR_028__anon_21a29381e739182e,case_CL120_EHR_028,Qwen3-30B-A3B-Instruct-2507,misstated_family_or_patient_information,moderate,1.0,1.5,2.0,2.0,0.16726190476190478,0.1592261904761905,0.35,0.5125000000000001,0.07958333333333334,0.08532738095238096,0.4,0.44999999999999996,0.20833333333333334,0.17083333333333334,,,0.11249999999999999,0.14375,,,,,,
case_CL120_EHR_028__anon_224f7ce160144aec,case_CL120_EHR_028,GPT-5.6 Sol,misstated_family_or_patient_information,moderate,1.0,1.75,2.0,2.0,0.7324404761904763,0.6004464285714286,0.35,0.5125000000000001,0.25635416666666666,0.34789434523809526,0.56,0.53,0.6583333333333333,0.5375,,,0.8312499999999999,0.684375,,,,,,
case_CL120_EHR_028__anon_3d5ecf9278905fbc,case_CL120_EHR_028,Doubao-Seed-2.0-lite,misstated_family_or_patient_information,moderate,1.0,1.0,2.0,2.0,0.1130952380952381,0.13214285714285715,0.35,0.35,0.03958333333333333,0.04625,0.1,0.3,0.06666666666666667,0.1,,,0.175,0.175,,,,,,
case_CL120_EHR_028__anon_4490ce5402ce8cc9,case_CL120_EHR_028,DeepSeek-V4-Pro,misstated_family_or_patient_information,moderate,3.0,3.0,2.0,2.0,0.8470238095238096,0.6925595238095239,0.675,0.675,0.6214583333333333,0.5673958333333334,0.7,0.65,0.8166666666666667,0.6916666666666667,,,0.8875,0.69375,,,,,,
case_CL120_EHR_028__anon_5b1c5f1874a6c6e5,case_CL120_EHR_028,DeepSeek-V3.2,misstated_family_or_patient_information,moderate,2.5,2.75,2.0,2.0,0.6050595238095239,0.5077380952380952,0.675,0.675,0.4137351190476191,0.3800595238095238,0.6,0.6000000000000001,0.6416666666666667,0.6166666666666667,,,0.38125,0.3625,,,,,,
case_CL120_EHR_028__anon_95f8814f5ed6f7ec,case_CL120_EHR_028,GLM-5,misstated_family_or_patient_information,moderate,1.0,1.25,2.0,2.0,0.24345238095238098,0.29657738095238095,0.35,0.45000000000000007,0.08520833333333333,0.1585044642857143,0.4,0.44999999999999996,0.4,0.44166666666666665,,,0.09375,0.103125,,,,,,
case_CL120_EHR_028__anon_ce07529b388a223c,case_CL120_EHR_028,Qwen3.8-Max,misstated_family_or_patient_information,moderate,2.5,2.75,2.0,2.0,0.7562500000000001,0.628125,0.675,0.675,0.49141369047619055,0.4957068452380953,0.78,0.64,0.7750000000000001,0.6375000000000001,,,0.73125,0.615625,,,,,,
case_CL120_EHR_028__anon_e9023178b8b57b9a,case_CL120_EHR_028,GPT-5.4,misstated_family_or_patient_information,moderate,3.0,3.0,2.0,2.0,0.5169642857142858,0.5688988095238096,0.675,0.675,0.4084375,0.4753645833333334,0.6,0.5900000000000001,0.75,0.7166666666666667,,,0.20625,0.371875,,,,,,
case_CL120_EHR_028__anon_f4db8f9a2bc81c2d,case_CL120_EHR_028,Kimi K2,misstated_family_or_patient_information,moderate,1.5,2.25,2.0,2.0,0.8008928571428573,0.7404761904761906,0.55,0.6125,0.4529315476190477,0.4955952380952382,0.7,0.6,0.75,0.6958333333333334,,,0.86875,0.7999999999999999,,,,,,
case_CL120_EHR_029__anon_04ba3a20c24da093,case_CL120_EHR_029,Kimi K2,cost_transport_or_work_barrier,moderate,2.5,2.75,4.0,4.0,0.6566166666666665,0.6168499999999999,0.875,0.775,0.4334374999999999,0.4820329166666666,1.0,0.89,0.5,0.525,0.7749999999999999,0.7,,,0.8499999999999999,0.7625,,,0.41875,0.43425
case_CL120_EHR_029__anon_26e1591fa083b850,case_CL120_EHR_029,MiniMax M3,cost_transport_or_work_barrier,moderate,2.5,2.75,4.0,4.0,0.6851166666666666,0.7219916666666667,0.675,0.675,0.4597075,0.5162179166666666,0.68,0.6799999999999999,0.375,0.4625,0.95,0.9499999999999998,,,0.875,0.8625,,,0.56575,0.5766249999999999
case_CL120_EHR_029__anon_362e9b7cd0d50562,case_CL120_EHR_029,GPT-5.4,cost_transport_or_work_barrier,moderate,3.0,3.25,4.0,4.0,0.9933333333333334,0.9835416666666666,0.875,0.875,0.87,0.8626562499999999,1.0,1.0,1.0,0.9875,0.9999999999999999,0.9874999999999999,,,0.975,0.9750000000000001,,,1.0,0.984375
case_CL120_EHR_029__anon_4481cc525887adfe,case_CL120_EHR_029,GPT-5.6 Sol,cost_transport_or_work_barrier,moderate,5.0,4.75,4.0,4.0,0.9450000000000001,0.921875,1.0,1.0,0.9450000000000001,0.921875,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,,,1.0,0.925,,,0.725,0.7093750000000001
case_CL120_EHR_029__anon_5ffbeb361fec02e7,case_CL120_EHR_029,DeepSeek-V3.2,cost_transport_or_work_barrier,moderate,4.5,3.75,4.0,4.0,0.9450000000000001,0.9156666666666666,1.0,0.8375,0.9450000000000001,0.7901083333333334,1.0,0.85,1.0,0.9625,0.9999999999999999,0.9999999999999999,,,1.0,0.95,,,0.725,0.6950000000000001
case_CL120_EHR_029__anon_8c69eddc0f03a292,case_CL120_EHR_029,DeepSeek-V4-Pro,cost_transport_or_work_barrier,moderate,3.0,3.0,4.0,4.0,0.6116666666666666,0.6013083333333332,0.875,0.775,0.4227958333333332,0.4861062499999999,1.0,0.8400000000000001,0.35,0.4625,0.7999999999999999,0.7625,,,0.6,0.625,,,0.45,0.539875
case_CL120_EHR_029__anon_a79e1b4b36e6e565,case_CL120_EHR_029,Doubao-Seed-2.0-lite,cost_transport_or_work_barrier,moderate,4.5,3.75,4.0,4.0,0.8659166666666667,0.879625,1.0,0.8375,0.8591666666666666,0.7495979166666666,1.0,0.85,0.925,0.7625,0.9999999999999999,0.9999999999999999,,,1.0,0.975,,,0.8625,0.748125
case_CL120_EHR_029__anon_a92c2d8ac6670a13,case_CL120_EHR_029,GLM-5,cost_transport_or_work_barrier,moderate,5.0,4.0,4.0,4.0,0.7870833333333331,0.7527666666666665,1.0,0.8375,0.7870833333333331,0.6533329166666665,1.0,0.84,0.525,0.55,0.9749999999999999,0.9624999999999999,,,0.85,0.7625,,,0.83125,0.7305
case_CL120_EHR_029__anon_b53ae7509b783c71,case_CL120_EHR_029,Qwen3-30B-A3B-Instruct-2507,cost_transport_or_work_barrier,moderate,3.0,3.0,4.0,4.0,0.6766166666666666,0.6745583333333333,0.675,0.675,0.5618158333333333,0.5610954166666667,0.78,0.64,0.55,0.55,0.75,0.675,,,0.8999999999999999,0.85,,,0.64975,0.606125
case_CL120_EHR_029__anon_f044595d5868af3f,case_CL120_EHR_029,Qwen3.8-Max,cost_transport_or_work_barrier,moderate,5.0,4.0,4.0,4.0,0.9737499999999999,0.9408749999999999,1.0,0.8375,0.9737499999999999,0.808275,1.0,0.85,0.9750000000000001,0.8375,0.9999999999999999,0.9874999999999999,,,1.0,0.9875,,,0.96875,0.954375
case_CL120_EHR_030__anon_0b7efc823fc68c75,case_CL120_EHR_030,DeepSeek-V3.2,privacy_stigma_or_sensitive_history,moderate,3.0,3.0,4.0,4.0,0.8875000000000001,0.8758928571428573,0.875,0.875,0.7691964285714286,0.7712053571428571,1.0,1.0,1.0,0.875,0.9749999999999999,0.9624999999999999,,,0.8999999999999999,0.7999999999999999,0.9624999999999999,0.85625,,
case_CL120_EHR_030__anon_2316565edbd8f8db,case_CL120_EHR_030,DeepSeek-V4-Pro,privacy_stigma_or_sensitive_history,moderate,2.0,2.25,4.0,4.0,0.6517857142857142,0.688392857142857,0.675,0.675,0.35062499999999996,0.4765625,1.0,0.84,0.45,0.525,0.875,0.85,,,0.6,0.6499999999999999,0.7874999999999999,0.7687499999999999,,
case_CL120_EHR_030__anon_432bd12a59fc45ad,case_CL120_EHR_030,Qwen3-30B-A3B-Instruct-2507,privacy_stigma_or_sensitive_history,moderate,2.0,2.5,4.0,4.0,0.7660714285714285,0.5964285714285714,0.75,0.7125,0.5745535714285714,0.4966071428571428,1.0,0.75,0.5,0.5,0.9249999999999999,0.7249999999999999,,,0.6499999999999999,0.5499999999999999,0.7124999999999999,0.625,,
case_CL120_EHR_030__anon_4ef2f2e6d1970f8d,case_CL120_EHR_030,GPT-5.6 Sol,privacy_stigma_or_sensitive_history,moderate,5.0,4.75,4.0,4.0,0.8571428571428572,0.8607142857142857,1.0,1.0,0.8571428571428572,0.8607142857142857,1.0,1.0,1.0,0.9,0.9999999999999999,0.9125,,,0.7,0.7,1.0,1.0,,
case_CL120_EHR_030__anon_7ef6eb0c4b2a4e9c,case_CL120_EHR_030,GLM-5,privacy_stigma_or_sensitive_history,moderate,2.5,2.75,4.0,4.0,0.525,0.5803571428571429,0.675,0.675,0.3578571428571429,0.42482142857142857,0.7,0.65,0.6000000000000001,0.6000000000000001,0.8999999999999999,0.8374999999999999,,,0.275,0.2625,0.575,0.6625,,
case_CL120_EHR_030__anon_85d4558fa565b826,case_CL120_EHR_030,Qwen3.8-Max,privacy_stigma_or_sensitive_history,moderate,1.0,1.75,4.0,4.0,0.6160714285714286,0.5133928571428571,0.35,0.5125000000000001,0.23562499999999997,0.2771875,0.4600000000000001,0.53,0.5,0.47500000000000003,0.9249999999999999,0.7374999999999999,,,0.15000000000000002,0.19999999999999998,0.9624999999999999,0.7687499999999999,,
case_CL120_EHR_030__anon_af357f5488e96d9d,case_CL120_EHR_030,Doubao-Seed-2.0-lite,privacy_stigma_or_sensitive_history,moderate,2.5,2.5,4.0,4.0,0.8285714285714286,0.8232142857142858,0.675,0.675,0.5742857142857143,0.5574107142857143,1.0,0.89,0.95,0.825,0.9999999999999999,0.9749999999999999,,,0.6,0.6,1.0,0.9625,,
case_CL120_EHR_030__anon_bb2bf3be1454348a,case_CL120_EHR_030,MiniMax M3,privacy_stigma_or_sensitive_history,moderate,2.0,2.25,4.0,4.0,0.6839285714285714,0.6142857142857142,0.675,0.675,0.2707142857142857,0.3734375,0.7,0.69,0.8250000000000001,0.7,0.9249999999999999,0.7749999999999999,,,0.375,0.4125,0.4375,0.5249999999999999,,
case_CL120_EHR_030__anon_f309324227a823da,case_CL120_EHR_030,GPT-5.4,privacy_stigma_or_sensitive_history,moderate,2.0,2.5,4.0,4.0,0.5071428571428571,0.5357142857142857,0.675,0.675,0.25312500000000004,0.37089285714285714,0.78,0.74,0.42500000000000004,0.5125,0.7749999999999999,0.7125,,,0.30000000000000004,0.3,0.75,0.7,,
case_CL120_EHR_030__anon_fd353ee0c81d4f03,case_CL120_EHR_030,Kimi K2,privacy_stigma_or_sensitive_history,moderate,1.0,1.0,4.0,4.0,0.45714285714285713,0.43125,0.35,0.35,0.15999999999999998,0.15093749999999997,0.6000000000000001,0.5,0.30000000000000004,0.2625,0.6,0.5625,,,0.5,0.44999999999999996,0.4,0.46875,,
case_CL120_EHR_031__anon_0601e326e9c02e9a,case_CL120_EHR_031,MiniMax M3,incomplete_patient_information,moderate,3.0,3.0,2.0,2.0,0.9010714285714287,0.8939285714285716,0.675,0.675,0.640375,0.6378750000000001,0.7,0.7,0.9750000000000001,0.9625,,,,,,,,,0.8025,0.8025
case_CL120_EHR_031__anon_379ce6b86922b87b,case_CL120_EHR_031,GPT-5.4,incomplete_patient_information,moderate,5.0,4.0,2.0,2.0,0.9238095238095239,0.7767559523809524,1.0,0.8375,0.9238095238095239,0.7346026785714286,1.0,0.8,0.8666666666666667,0.7541666666666667,,,,,,,,,1.0,0.806875
case_CL120_EHR_031__anon_43f9b7fdd165700f,case_CL120_EHR_031,Doubao-Seed-2.0-lite,incomplete_patient_information,moderate,1.5,2.25,2.0,2.0,0.3896428571428572,0.4315773809523811,0.55,0.6125,0.17677380952380956,0.28920684523809526,0.7,0.7,0.2833333333333333,0.2916666666666667,,,,,,,,,0.5425,0.618125
case_CL120_EHR_031__anon_59c9a985133666f3,case_CL120_EHR_031,GPT-5.6 Sol,incomplete_patient_information,moderate,1.5,2.25,2.0,2.0,0.7495833333333335,0.7839642857142859,0.55,0.6125,0.4265208333333334,0.5189708333333334,0.78,0.74,0.7333333333333334,0.7875000000000001,,,,,,,,,0.77125,0.77925
case_CL120_EHR_031__anon_5ed720bcc2b857a2,case_CL120_EHR_031,DeepSeek-V3.2,incomplete_patient_information,moderate,1.0,1.5,2.0,2.0,0.6609523809523811,0.7024761904761906,0.35,0.5125000000000001,0.23133333333333334,0.40558095238095243,0.68,0.64,0.6166666666666667,0.6833333333333333,,,,,,,,,0.72,0.7280000000000001
case_CL120_EHR_031__anon_8d9f6b9658bb97d1,case_CL120_EHR_031,DeepSeek-V4-Pro,incomplete_patient_information,moderate,5.0,4.0,2.0,2.0,0.8476190476190477,0.7995238095238095,1.0,0.8375,0.8476190476190477,0.7178095238095239,1.0,0.8,0.775,0.7541666666666667,,,,,,,,,1.0,0.86
case_CL120_EHR_031__anon_9eed0ae1b11ba7a8,case_CL120_EHR_031,Kimi K2,incomplete_patient_information,moderate,1.5,2.25,2.0,2.0,0.7352976190476191,0.7333630952380953,0.55,0.6125,0.46135714285714285,0.4564985119047619,0.7,0.7,0.7250000000000001,0.7166666666666667,,,,,,,,,0.74,0.755625
case_CL120_EHR_031__anon_ce96187d1a52017c,case_CL120_EHR_031,GLM-5,incomplete_patient_information,moderate,2.5,2.75,2.0,2.0,0.7037500000000001,0.7361904761904764,0.675,0.675,0.4542738095238096,0.5241473214285716,0.7,0.7,0.6083333333333334,0.6583333333333333,,,,,,,,,0.9087500000000001,0.84
case_CL120_EHR_031__anon_e05bd048790a95a6,case_CL120_EHR_031,Qwen3-30B-A3B-Instruct-2507,incomplete_patient_information,moderate,2.0,2.75,2.0,2.0,0.830357142857143,0.8508928571428573,0.75,0.8125,0.6899553571428572,0.6863839285714287,1.0,1.0,0.75,0.7625000000000001,,,,,,,,,0.96875,0.96875
case_CL120_EHR_031__anon_e5e5d97e4aedd4b3,case_CL120_EHR_031,Qwen3.8-Max,incomplete_patient_information,moderate,3.0,3.0,2.0,2.0,0.8029166666666667,0.7672380952380954,0.675,0.675,0.5564970238095239,0.5473949404761905,0.6,0.5900000000000001,0.7750000000000001,0.8041666666666668,,,,,,,,,0.72,0.718
case_CL120_EHR_032__anon_0d08dd32f959d335,case_CL120_EHR_032,Qwen3-30B-A3B-Instruct-2507,medication_confusion_or_execution_failure,moderate,3.0,3.0,2.0,2.0,0.6083333333333334,0.5354166666666667,0.675,0.675,0.43770833333333337,0.4121875000000001,0.7,0.7,0.6166666666666667,0.5583333333333333,0.6,0.5125000000000001,,,,,,,,
case_CL120_EHR_032__anon_12a2963ddf12e518,case_CL120_EHR_032,DeepSeek-V3.2,medication_confusion_or_execution_failure,moderate,1.0,2.0,2.0,2.0,0.5375000000000001,0.5083333333333333,0.35,0.5125000000000001,0.18812500000000001,0.32958333333333334,1.0,0.75,0.475,0.45416666666666666,0.6,0.5625,,,,,,,,
case_CL120_EHR_032__anon_20563c4a68e5ebf5,case_CL120_EHR_032,DeepSeek-V4-Pro,medication_confusion_or_execution_failure,moderate,3.0,3.0,2.0,2.0,0.9208333333333334,0.8625,0.675,0.675,0.6039583333333334,0.6052083333333333,1.0,0.89,0.8416666666666668,0.7375,0.9999999999999999,0.9874999999999998,,,,,,,,
case_CL120_EHR_032__anon_34a6086c151862d4,case_CL120_EHR_032,Doubao-Seed-2.0-lite,medication_confusion_or_execution_failure,moderate,1.0,1.25,2.0,2.0,0.4375,0.48124999999999996,0.35,0.45000000000000007,0.15312499999999998,0.26343749999999994,0.6000000000000001,0.65,0.275,0.375,0.6,0.5875,,,,,,,,
case_CL120_EHR_032__anon_3d3ba3003bef6f2e,case_CL120_EHR_032,MiniMax M3,medication_confusion_or_execution_failure,moderate,2.5,2.75,2.0,2.0,0.9291666666666667,0.8125,0.675,0.675,0.6502083333333333,0.609375,1.0,1.0,0.8833333333333333,0.825,0.9749999999999999,0.7999999999999999,,,,,,,,
case_CL120_EHR_032__anon_40edd845b48d5eea,case_CL120_EHR_032,GPT-5.6 Sol,medication_confusion_or_execution_failure,moderate,4.5,4.5,2.0,2.0,1.0,0.9666666666666667,1.0,1.0,1.0,0.9666666666666667,1.0,1.0,1.0,0.9333333333333333,0.9999999999999999,0.9999999999999999,,,,,,,,
case_CL120_EHR_032__anon_4340aa490dc05bb7,case_CL120_EHR_032,GPT-5.4,medication_confusion_or_execution_failure,moderate,2.5,2.5,2.0,2.0,0.8083333333333333,0.81875,0.675,0.675,0.5645833333333333,0.5898958333333333,1.0,1.0,0.6166666666666667,0.65,0.9999999999999999,0.9874999999999998,,,,,,,,
case_CL120_EHR_032__anon_49498a1be3281b1f,case_CL120_EHR_032,GLM-5,medication_confusion_or_execution_failure,moderate,1.5,2.25,2.0,2.0,0.7249999999999999,0.6291666666666667,0.55,0.6125,0.25375,0.38104166666666667,1.0,0.85,0.44999999999999996,0.4458333333333333,0.9999999999999999,0.8125,,,,,,,,
case_CL120_EHR_032__anon_693d084cba7a4f19,case_CL120_EHR_032,Qwen3.8-Max,medication_confusion_or_execution_failure,moderate,3.0,3.0,2.0,2.0,0.9416666666666667,0.86875,0.675,0.675,0.6545833333333333,0.6290625,0.8800000000000001,0.8300000000000001,0.8833333333333333,0.7375,0.9999999999999999,0.9999999999999999,,,,,,,,
case_CL120_EHR_032__anon_dce1051cfda0a099,case_CL120_EHR_032,Kimi K2,medication_confusion_or_execution_failure,moderate,1.0,1.0,2.0,2.0,0.36250000000000004,0.3520833333333333,0.35,0.35,0.126875,0.12322916666666664,0.78,0.64,0.1,0.14166666666666666,0.625,0.5625,,,,,,,,
case_CL120_EHR_033__anon_3437463df52b49e5,case_CL120_EHR_033,DeepSeek-V4-Pro,caregiver_conflict_or_fatigue,heavy,1.5,2.0,3.0,3.0,0.40727272727272734,0.5255113636363636,0.55,0.6125,0.19543181818181818,0.3751789772727273,0.7,0.65,0.35,0.4375,0.4,0.49999999999999994,,,,,,,0.6600000000000001,0.6768750000000001
case_CL120_EHR_033__anon_43d2d0273024bc1a,case_CL120_EHR_033,Doubao-Seed-2.0-lite,caregiver_conflict_or_fatigue,heavy,2.5,2.75,3.0,3.0,0.3468636363636364,0.4788863636363636,0.875,0.775,0.2915397727272727,0.41517897727272723,0.8800000000000001,0.79,0.25,0.3875,0.225,0.4125,,,,,,,0.6847500000000001,0.68925
case_CL120_EHR_033__anon_55af6b2bbb764324,case_CL120_EHR_033,GPT-5.4,caregiver_conflict_or_fatigue,heavy,5.0,4.25,3.0,3.0,0.7818181818181819,0.7772727272727272,1.0,0.9375,0.7818181818181819,0.7386363636363635,1.0,1.0,0.5750000000000001,0.5875,0.9999999999999999,0.7999999999999999,,,,,,,1.0,1.0
case_CL120_EHR_033__anon_643551247b5fcc22,case_CL120_EHR_033,Qwen3.8-Max,caregiver_conflict_or_fatigue,heavy,5.0,4.0,3.0,3.0,0.8181818181818181,0.8454545454545455,1.0,0.8375,0.8181818181818181,0.7243181818181817,1.0,1.0,0.5,0.575,0.9999999999999999,0.9999999999999999,,,,,,,1.0,1.0
case_CL120_EHR_033__anon_69dd48bbfc0bf89e,case_CL120_EHR_033,Qwen3-30B-A3B-Instruct-2507,caregiver_conflict_or_fatigue,heavy,1.0,2.0,3.0,3.0,0.6721590909090909,0.6860795454545454,0.35,0.5125000000000001,0.2352556818181818,0.3819460227272727,0.5,0.5,0.7250000000000001,0.6875,0.75,0.7375,,,,,,,0.53125,0.615625
case_CL120_EHR_033__anon_7f3bb961f0f02053,case_CL120_EHR_033,MiniMax M3,caregiver_conflict_or_fatigue,heavy,4.0,3.5,3.0,3.0,0.8818181818181817,0.7355113636363636,1.0,0.8375,0.5863636363636363,0.5877840909090909,1.0,1.0,0.675,0.5750000000000001,0.9999999999999999,0.8125,,,,,,,1.0,0.846875
case_CL120_EHR_033__anon_b6aaf712e45ca335,case_CL120_EHR_033,DeepSeek-V3.2,caregiver_conflict_or_fatigue,heavy,3.0,3.0,3.0,3.0,0.5369318181818181,0.5923863636363637,0.875,0.775,0.48920454545454545,0.5204744318181818,1.0,0.85,0.32500000000000007,0.4625,0.625,0.6125,,,,,,,0.76875,0.73875
case_CL120_EHR_033__anon_d40fb89af93de1bd,case_CL120_EHR_033,Kimi K2,caregiver_conflict_or_fatigue,heavy,2.0,2.25,3.0,3.0,0.39709090909090905,0.4110454545454545,0.75,0.7125,0.31875,0.30863863636363637,1.0,0.89,0.275,0.3125,0.25,0.3375,,,,,,,0.58725,0.6405
case_CL120_EHR_033__anon_e174197b0123576f,case_CL120_EHR_033,GLM-5,caregiver_conflict_or_fatigue,heavy,3.5,3.25,3.0,3.0,0.43818181818181823,0.45488636363636364,1.0,0.8375,0.39886363636363636,0.40129829545454543,1.0,0.85,0.25,0.30000000000000004,0.25,0.425,,,,,,,0.74,0.70125
case_CL120_EHR_033__anon_ee2c4c28e0a6d609,case_CL120_EHR_033,GPT-5.6 Sol,caregiver_conflict_or_fatigue,heavy,5.0,5.0,3.0,3.0,0.853409090909091,0.8539772727272728,1.0,1.0,0.853409090909091,0.8539772727272728,1.0,1.0,0.8,0.75,0.9999999999999999,0.8999999999999999,,,,,,,1.0,0.93125
case_CL120_EHR_034__anon_1947db79ccc6d383,case_CL120_EHR_034,DeepSeek-V4-Pro,document_or_image_quality_problem,heavy,1.5,2.0,3.0,3.0,0.6375,0.6278409090909091,0.55,0.6125,0.29772727272727273,0.3919034090909091,0.8,0.75,0.7,0.6875,,,0.5375,0.5187499999999999,0.7,0.65,,,,
case_CL120_EHR_034__anon_3ada474c04829b2b,case_CL120_EHR_034,GPT-5.4,document_or_image_quality_problem,heavy,3.5,3.5,3.0,3.0,0.8301136363636363,0.8028409090909091,0.875,0.875,0.7384943181818182,0.7225852272727273,0.78,0.74,0.7750000000000001,0.7750000000000001,,,0.94375,0.9437500000000001,0.8,0.7250000000000001,,,,
case_CL120_EHR_034__anon_41d5997e39409dfd,case_CL120_EHR_034,GPT-5.6 Sol,document_or_image_quality_problem,heavy,2.0,2.5,3.0,3.0,0.8999999999999999,0.8826704545454545,0.75,0.8125,0.6749999999999999,0.7245028409090908,1.0,1.0,0.9750000000000001,0.8875000000000001,,,1.0,0.903125,0.9249999999999999,0.8624999999999999,,,,
case_CL120_EHR_034__anon_4c7b07e1077a29ad,case_CL120_EHR_034,Qwen3-30B-A3B-Instruct-2507,document_or_image_quality_problem,heavy,2.5,2.75,3.0,3.0,0.84375,0.8434659090909091,0.675,0.675,0.5296875,0.5692471590909092,1.0,1.0,0.8500000000000001,0.8125,,,0.79375,0.809375,0.8999999999999999,0.8999999999999999,,,,
case_CL120_EHR_034__anon_63c8cade397a5d9b,case_CL120_EHR_034,Doubao-Seed-2.0-lite,document_or_image_quality_problem,heavy,3.0,3.0,3.0,3.0,0.5545454545454545,0.5073863636363636,0.875,0.775,0.5117897727272727,0.4251988636363636,0.78,0.73,0.875,0.8,,,0.3,0.29375,0.4,0.375,,,,
case_CL120_EHR_034__anon_654f1adb0aa000c1,case_CL120_EHR_034,DeepSeek-V3.2,document_or_image_quality_problem,heavy,1.5,2.25,3.0,3.0,0.7789772727272727,0.6957386363636364,0.55,0.6125,0.2726420454545454,0.4285085227272727,1.0,1.0,0.7750000000000001,0.675,,,0.75625,0.684375,0.7999999999999999,0.725,,,,
case_CL120_EHR_034__anon_7af778c4294f5095,case_CL120_EHR_034,GLM-5,document_or_image_quality_problem,heavy,3.5,3.5,3.0,3.0,0.8227272727272726,0.8156249999999999,0.875,0.875,0.689346590909091,0.7079545454545455,0.78,0.73,0.9500000000000001,0.8750000000000001,,,0.75,0.6906249999999999,0.95,0.85,,,,
case_CL120_EHR_034__anon_8583f32c181b22f6,case_CL120_EHR_034,Qwen3.8-Max,document_or_image_quality_problem,heavy,3.0,3.0,3.0,3.0,0.7954545454545454,0.7417613636363636,0.875,0.775,0.7150568181818182,0.6106392045454545,1.0,0.9400000000000001,0.7000000000000001,0.7000000000000001,,,0.65625,0.653125,0.95,0.85,,,,
case_CL120_EHR_034__anon_9b411009ff1b8c10,case_CL120_EHR_034,Kimi K2,document_or_image_quality_problem,heavy,1.5,2.25,3.0,3.0,0.7556818181818181,0.6525568181818182,0.55,0.6125,0.43579545454545454,0.42555397727272726,0.7,0.7,0.7750000000000001,0.675,,,0.48124999999999996,0.5093749999999999,0.875,0.7375,,,,
